,Código,Nome,Procedência,Qtd.,Un.,Custo,nome_peca
478,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,2.0,KG,12.84,032707 - FECHAMENTO DIANTEIRO [CHASSI - TDV5000]
479,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,0.65,KG,4.17,032708 - FECHAMENTO TRASEIRO [CHASSI - FTD5000]
480,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,0.61,KG,3.89,032714 - SUPORTE DO ENGATE [CHASSI - TDV5000]
481,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,1.06,KG,6.8,032709 - FECHAMENTO DO SUPORTE FRONTAL [CHASSI - TDV5000]
482,120509,"CHAPA GQ 3/4 (19,0) 1010",Nacional - 0,2.81,KG,27.64,034936 - COMPLEMENTO DA HASTE DE FIXAÇÃO [CHASSI - MCF M23]
483,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,203.18,KG,573.17,034932 - CHAPEAMENTO MAIOR [CORPO DO TANQUE - FTD5000]
484,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.12,KG,0.7,034957 - FECHAMENTO [BRAÇO ESTABILIZADOR - MCF M23]
485,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,144.52,KG,927.58,034949 - CHAPEAMENTO MENOR [CORPO DO TANQUE - FTD5000]
486,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,32.33,KG,180.16,034906 - CHAPEAMENTO [TAMPA LATERAL A45 - CBHL6000 M23]
487,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,5.08,KG,28.92,034908 - FECHAMENTO FRONTAL [PLATAFORMA - CBHL6000 M23]
488,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,6.95,KG,39.29,026797 - CENTRO DA RODA (RODA TRASEIRA) - APLICADOR DE TNT
489,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,16.35,KG,92.43,033962 - CORPO DO ENGATE [ENGATE - CBHL6000]
490,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,2.0,KG,11.3,033964 - REFORÇO [ENGATE - CBHL6000]
491,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.52,KG,2.94,025103 - ESBARRO - ENGATE ESPECIAL COM MOLA
492,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,6.33,KG,35.78,025810 - COMPLEM INFERIOR - ENGATE ESPECIAL ITAUEIRA (M14)
493,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.9,KG,5.09,025813 - GUIA VERTICAL - ENGATE ESPECIAL ITAUEIRA (M14)
494,120273,"CHAPA FQ 3,75mm. SAE-1006",Nacional - 0,36.37,KG,227.42,032406 - HASTE TRACAO FTC 4300 -
495,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,1.22,KG,7.68,034950 - TRILHO DO ENGATE [IÇAMENTO SIMPLES - MCF M23]
496,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.67,KG,9.49,034977 - HASTE [BRAÇO DE ARTICULAÇÃO 2 - MCF M23]
497,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.24,KG,7.08,034976 - REFORÇO [BRAÇO DE ARTICULAÇÃO 2 - MCF M23]
498,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.81,KG,4.58,034985 - HASTE [BRAÇO DE ARTICULAÇÃO 1 - MCF M23]
499,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.7,KG,4.01,034984 - REFORÇO [BRAÇO DE ARTICULAÇÃO 1 - MCF M23]
500,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,0.9,KG,5.13,034986 - COMPLEMENTO DO REFORÇO DA DOBRADIÇA DO CILINDRO [ESTEIRA DIREITA - MCF M23]
501,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.41,KG,2.33,025820 - FECHAM TRASEIRO - COMPL GUIA DO ÊMBOLO - CARR MELÃO
502,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.01,KG,2.85,025579 - FECHAM EIXO F6 (NOV13...)
503,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.56,KG,3.14,034980 - COMPLEMENTO DO REFORÇO DA DOBRADIÇA [ESTEIRA DIREITA - MCF M23]
504,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.21,KG,1.2,029620 - AFASTADOR - ESTEIRA MÓVEL - MÁQ P/ COLHEITA DE FRUTAS
505,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,8.1,KG,46.27,027665 - CHAPA RECORTADA LATERAL - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
506,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,0.74,KG,4.23,027682 - CHAPA FIXAÇÃO PINO - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
507,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.29,KG,0.81,034992 - PLACA [FIXAÇÃO DO GRAMPO - MCF M23]
508,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.42,KG,1.17,034993 - BASE [FIXAÇÃO DO GRAMPO - MCF M23]
509,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,1.16,KG,7.29,034991 - COMPLEMENTO DA LUVA DE ENGATE [BARRA ESTABILIZADORA - MCF M23]
510,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,0.45,KG,2.59,032104 - PLACA DE REFORÇO INTERNO [CORPO DO TANQUE - TDV5000]
511,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,1.37,KG,8.79,032105 - REFORÇO DIAGONAL INTERNO [CORPO DO TANQUE - TDV5000]
512,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,3.71,KG,21.24,032983 - SAPATA DA BOMBA [CHASSI - FTD5000]
513,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,1.38,KG,8.69,420062 - SUPORTE INT-SUP EIXO BAL FA4/6
514,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,3.26,KG,20.53,422198 - SUPORTE EXT - SUP EIXO BAL FA4/6
515,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,20.24,KG,116.61,032542 - TRANSVERSINA CENTRAL [PLATAFORMA - F6C M22]
516,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,15.33,KG,87.28,034885 - CALOTA [TAMPA TRASEIRA - FTD5000]
517,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,4.17,KG,24.54,032988 - CORRIMAO MAIOR [GRADIL-TDV5000 M22]
518,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,0.97,KG,5.55,026851 - CHAPA COM RASGO - CONJ DISCO - APLICADOR DE TNT
519,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.23,KG,7.0,030117 - GUIA MENOR EXTREM 2 - EST INTERMEDIARIA - MÁQ P/ COLHEITA DE FRUTAS
520,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,3.21,KG,18.28,030116 - GUIA MAIOR EXTREM 2 - EST INTERMEDIARIA - MÁQ P/ COLHEITA DE FRUTAS
521,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.97,KG,11.22,030115 - GUIA MEDIA EXTREM 2 - EST INTERMEDIARIA - MÁQ P/ COLHEITA DE FRUTAS
522,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.26,KG,0.73,415017 - ABRACAD P/FEIXE MOLAS-ROD U6
523,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.58,KG,9.0,027761 - TIRANTE LATERAL FURADO- ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
524,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.2,KG,1.14,029091 - TIRANTE MOVIDO DA TRAVA - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
525,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,2.53,KG,14.3,027585 - CHAPA DE LIGAÇÃO FURADA - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
526,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,3.08,KG,17.38,035007 - CHAPA DE LIGAÇÃO MAIOR - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
527,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,14.28,KG,81.74,"035004 - FLANGE [RODA RS ARO 20"" - CBH5/CBHM5000]"
528,120509,"CHAPA GQ 3/4 (19,0) 1010",Nacional - 0,10.07,KG,98.9,034999 - COMPLEMENTO DA HASTE [CHASSI - MCF16]
529,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,19.05,KG,53.73,032352 - SUPORTE FRONTAL [CHASSI COMPLETO - CBH]
530,120136,"BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",Nacional - 0,1.56,KG,9.0,035008 - COLUNA LATERAL DUPLICADA [GRADES LATERAIS/TRASEIRA - F4/F6 MD]
531,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,3.52,KG,20.1,035010 - REFORÇO DA DOBRADIÇA DO CILINDRO [ESTEIRA DIREITA - MCF M24]
532,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,1.88,KG,11.06,035011 - GUIA UHMW 01 [ESTEIRA DIREITA - MCF M24]
533,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,2.82,KG,16.6,035012 - GUIA UHMW MAIOR [ESTEIRA DIREITA - MCF M24]
534,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,1.56,KG,8.84,035013 - REFORÇO EXTERNO DA DOBRADIÇA [ESTEIRA DIREITA - MCF M24]
535,120204,BOBINA CHAPA 3.35 x 1350 LN 500,Nacional - 0,18.89,KG,142.7,035023 - LONGARINA [ESTEIRA ESQUERDA 02 - MCF M24]
536,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,2.35,KG,13.83,035024 - GUIA UHMW [ESTEIRA ESQUERDA 02 - MCF M24]
537,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,3.53,KG,20.76,035027 - GUIA UHMW [ESTEIRA ESQUERDA 02 - MCF M24]
538,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.54,KG,3.06,035018 - BRAÇO DE FIXAÇÃO [SUPORTE DOS AMORTECEDORES - MCF M24]
539,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.87,KG,4.94,035034 - REFORÇO DO ESBARRO DA DOBRADIÇA [ESTEIRA ESQUERDA - MCF M24]
540,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,4.93,KG,27.87,035026 - DOBRADIÇA DO CILINDRO [ESTEIRA ESQUERDA 02 - MCF M24]
541,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.42,KG,2.36,035028 - ARRUELA DE REFORÇO [ESTEIRA ESQUERDA 02 - MCF M24]
542,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,1.12,KG,6.33,035029 - REFORÇO MAIOR DA DOBRADIÇA [ESTEIRA ESQUERDA 02 - MCF M24]
543,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.28,KG,1.58,035030 - REFORÇO MENOR DA DOBRADIÇA [ESTEIRA ESQUERDA 02 - MCF M24]
544,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.15,KG,0.83,035031 - COMPLEMENTO MAIOR DO REFORÇO [ESTEIRA ESQUERDA 02 - MCF M24]
545,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.57,KG,3.19,035032 - REFORÇO MÉDIO DA DOBRADIÇA [ESTEIRA ESQUERDA 02 - MCF M24]
546,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.06,KG,0.32,035033 - COMPLEMENTO MENOR DO REFORÇO [ESTEIRA ESQUERDA 02 - MCF M24]
547,120204,BOBINA CHAPA 3.35 x 1350 LN 500,Nacional - 0,17.55,KG,132.57,035009 - LONGARINA [ESTEIRA DIREITA - MCF M24]
548,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,21.89,KG,124.64,035014 - REFORÇO DA DOBRADIÇA INTEIRIÇO [ESTEIRA DIREITA - MCF M24]
549,120509,"CHAPA GQ 3/4 (19,0) 1010",Nacional - 0,21.15,KG,207.7,034996 - HASTE DE FIXAÇÃO [CHASSI - MCF M24]
550,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.07,KG,0.2,"035017 - ARRUEL LISA 1"" CHAPA 3/16"" [ESTEIRA DIREITA 02 - MCF M23]"
551,120204,BOBINA CHAPA 3.35 x 1350 LN 500,Nacional - 0,13.42,KG,101.39,035039 - LONGARINA [ESTEIRA ESQUERDA 04 - MCF M23]
552,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.33,KG,7.57,035038 - DOBRADIÇA MAIOR [ESTEIRA ESQUERDA 03 - MCF M24]
553,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,4.23,KG,23.56,033879 - FECHAMENTO TRASEIRO [PROTEÇÃO DA GAIOLA - FT10500]
554,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.11,KG,0.65,030614 - REFORÇO INTERNO DO ENGATE - PLATAFORMA CBHM/CBH
555,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.63,KG,3.7,"025886 - COLUNA INTERMEDIÁRIA DO GIGANTE S3,20M"
556,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,3.13,KG,17.96,494501 - ABA LATERAL TAMPA TRAS (4500) CBHM
557,120273,"CHAPA FQ 3,75mm. SAE-1006",Nacional - 0,30.67,KG,191.78,025664 - HASTE TRACAO C/F (M98) - FA FB (NOV13...)
558,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,12.11,KG,34.16,032099 - COLARINHO TRASEIRO [TANQUE SIMPLES - TDV5000]
559,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,24.88,KG,138.64,014539 - CHAP SUP TAMPA TRAS M09 (10.000) CBHM
560,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,21.17,KG,117.95,464259 - CHAPEAM INFERIOR - TAMP TRAS (8000) CBH
561,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.36,KG,2.12,032669 - REFORÇO MAIOR [GAIOLA KIT INCENDIO - FTC]
562,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.78,KG,2.2,480680 - REFORÇO TRAS - CHASSI FA
563,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.27,KG,0.76,446841 - REFORCO CHASSI (M98) F4/6
564,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,10.67,KG,62.79,"025556 - TRANSVERSINA INTERMED - PLATAFORMA - S3,2/4,0M"
565,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,10.77,KG,63.37,"025557 - TRANSVERSINA TRASEIRA- PLATAFORMA - S4,0M"
